SHOP_ID,CITY_NAME,SD00,SD01,SD02,SD03,SD04,SJ00,SJ01,SJ02,SJ03,SJ04,SJ05,SJ06,SJ07,SJ08,SJ09,SJ10,SJ11,SJ12,SJ13,SJ14,SJ15,SJ16,SE00,SF00,SG00,SG01,SG02,SG03,SC00,SH00,SH01,SI00,SI01,SI02,SI03,SI04,SI05,SI06,SI07,SI08,SI09
26,厦门,12,1.0,3.0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0.22470441440498815,10.167958656330748,20.51421188630491,10.346253229974161,15.14003221818641,0.13341763692676756,2015-10-10,-258,0.7879264791959066,1.3535316678033604,0.7700190592141815,0.823741319159357,0.7521116392324564,0.9132784190679827,0.7700190592141815,1.4505010185197373,1.3788713385928366,0.5821263720224799
27,济南,2,3.0,2.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0.16192780625776187,6.786632390745501,19.709511568123393,12.922879177377892,13.301070446153227,0.06753692901310988,2015-09-30,-258,0.9856373429084381,0.9856373429084381,0.9856373429084381,0.9694793536804309,0.9775583482944346,0.9937163375224417,1.0017953321364452,1.066427289048474,1.0341113105924598,1.0
28,泉州,14,2.0,4.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0.08500803123153407,2.7379310344827585,22.55632183908046,19.8183908045977,15.100994001501558,0.5476452022614196,2015-07-16,-258,0.9179418777869022,1.1885981529428815,0.809062657669997,0.8891802976213924,0.9035610877041473,0.9345466393367695,1.0524991277967501,1.179524884599806,1.1250852745413535,0.7722895038278039
29,广州,6,1.0,2.0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0.16917527842799823,11.082781456953642,20.71523178807947,9.63245033112583,16.48330268278756,0.03204051621108876,2015-11-29,-258,0.7845896320925577,1.4171628019783045,0.7085814009891522,0.7282642176832954,0.7085814009891522,0.7818665964193907,1.0366283458915375,1.4302846797744,1.4040409241822092,0.5536340856514869
30,中山,7,2.0,2.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0.09286329966765079,1.921487603305785,22.371900826446282,20.450413223140497,15.063815241011751,1.5405210606462039,2016-03-04,-258,0.86353306948418,1.1816768319257198,0.82473046666634,0.7726348516437399,0.8673945394335899,0.84080851502407,1.2271259408459398,1.2631435075108102,1.1589522774656098,0.7307692307692308
31,北京,18,2.6762295081967213,3.1252927400468384,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0.1548356651356317,7.228571428571429,21.580952380952382,14.352380952380955,16.417934621669264,0.026141817305978223,2016-07-19,-258,0.8115637283608719,1.3198939387884687,0.780656435808669,0.8326214633057664,0.8297692476226631,0.765303132229981,0.8952157009727247,1.3524724236715684,1.412503929239286,0.6148704108042247
32,杭州,2,4.0,0.0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0.2558275697457063,1.6217008797653958,22.5366568914956,20.914956011730204,11.590144367853194,0.012064260446026997,2015-11-18,-258,1.2850976399393597,0.390746782224878,1.3184948008132809,1.2657523971216134,1.2958098419081425,1.2850976399393597,1.2930376270817172,0.5587093909315739,0.30725388004007503,3.2888246260714573
33,成都,20,2.6762295081967213,3.1252927400468384,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.1402247164658609,8.247191011235955,21.325842696629213,13.078651685393258,16.319712406522775,0.3407807397814269,2016-08-04,-258,0.8542372881355932,1.2584745762711864,0.861864406779661,0.7627118644067796,0.8694915254237288,0.8389830508474576,1.006779661016949,1.3728813559322033,1.1745762711864407,0.6787878787878788
34,南京,4,3.0,10.0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.09299228530141374,8.178321678321678,21.996503496503497,13.818181818181818,15.522967451061824,0.03064353615717007,2016-01-16,-258,0.9225477506135128,1.1349556519575175,0.8924302123632435,0.8749937428499297,0.93047341857411,0.8996979904417446,1.096912445746651,1.2255776205362527,1.0224111669170375,0.8128491620111732
35,东莞,18,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0.12469266486809807,8.082152974504249,21.96883852691218,13.886685552407931,16.06969529313738,0.16192848968515275,2015-11-13,-258,0.853454823669585,1.2661609742587825,0.8708722690505969,0.836037378288573,0.856357731233087,0.8522500081737916,0.8476490085425811,1.2540560674328596,1.3631617393501418,0.6740492251936624
36,中山,17,4.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0.12447380027686893,9.203438395415473,21.865329512893982,12.66189111747851,16.66573366331542,0.1190525888045283,2015-11-17,-258,0.9298245614035088,1.087719298245614,0.9473684210526315,0.9385964912280702,0.9298245614035088,0.8859649122807017,0.9824561403508771,1.0701754385964912,1.2280701754385965,0.8548387096774194
37,上海,9,3.0,4.0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0.18758890256535535,7.0816831683168315,20.757425742574256,13.675742574257423,13.550713563559023,0.1854737832563312,2015-09-23,-258,0.9962900533019654,0.9440370784784358,0.8221134705568666,0.8255970022117686,1.1286642561882405,0.9544876734431417,1.205301952596084,1.179471434745061,0.9440370784784358,1.055350553505535
38,广州,2,3.0,0.0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0.1551586609382081,2.137142857142857,22.58,20.442857142857143,12.760970705598128,0.05505989278551749,2015-11-16,-258,1.1616201477579318,0.6040424768341246,1.0841788045740697,1.3520093995760047,1.1151553418476146,1.1584060416163493,1.239061490941794,0.6659955513812142,0.619530745470897,1.923076923076923
39,上海,9,2.0,6.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.16763064457335344,7.013888888888889,22.55,15.536111111111111,17.508464542222654,0.2359425916366342,2015-07-16,-258,0.941887310273407,1.13524095921705,0.9544458077437191,0.9952609245222335,0.791185340629662,0.7786268431593498,0.9952609245222335,1.1239855235929324,1.2841063663394117,0.8296805207971049
40,湖州,18,2.6762295081967213,3.1252927400468384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0.25846009486512517,8.096296296296297,20.377777777777776,12.28148148148148,16.468012764755553,0.02478308902385004,2016-06-19,-258,0.9391771019677996,1.1162790697674418,0.8586762075134168,1.0572450805008944,0.8694096601073344,0.923076923076923,0.923076923076923,1.1109123434704828,1.2021466905187834,0.8413461538461539
41,上海,10,3.0,9.0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0.11595297059481215,2.2524752475247523,22.559405940594058,20.306930693069305,14.364814107756503,0.2617085736654912,2015-09-23,-257,0.7257641630085425,1.3721267069177159,0.6487666733531373,0.6823199661322163,0.7192616890508419,0.7182773883552591,1.0501474996851112,1.610331564215823,1.4730043492813523,0.5289337780173864
42,武汉,1,3.0,2.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.09485932596603523,8.911602209944752,22.375690607734807,13.464088397790055,16.386821628928622,0.042628286437534774,2016-05-02,-257,0.963796132133772,1.126790026263619,0.970291411504783,0.9389916885530158,0.9546415500288995,0.9076919656012487,0.9859412729806667,1.0720155110980265,1.0798404418359682,0.855346701398905
43,上饶,15,2.0,3.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0.10062088479110634,7.209876543209877,21.473251028806583,14.263374485596707,14.06547896427055,0.7929176763347623,2016-03-03,-257,0.978122385209446,1.1434388446814652,0.8610232264167659,0.8265822973600953,0.8816877838507683,0.9436814561527754,1.367890121041787,0.8679114122281,1.1296624730587967,0.8554216867469879
44,郑州,20,4.0,5.0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0.11644165863066538,1.7370517928286853,22.852589641434264,21.11553784860558,16.295403407264544,4.214415040535144,2016-02-24,-257,0.9040178571428571,1.2455357142857142,0.9441964285714286,0.8738839285714286,0.8839285714285714,0.9040178571428571,0.8638392857142857,1.2154017857142856,1.1651785714285714,0.7258064516129032
45,宁波,16,1.0,0.0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.21591438289798057,10.54945054945055,19.54945054945055,9.000000000000002,14.980117923597524,0.09267323136796037,2016-08-02,-257,0.8058241687920636,1.3718197159198227,0.6427407060603365,0.8537898931249246,0.767451589325775,0.767451589325775,0.951351456945935,1.391006005652967,1.4485648748524003,0.5874125874125874
46,南京,10,0.0,0.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0.15072057312483844,7.307471264367816,20.778735632183906,13.47126436781609,15.284136641493813,0.025646747336864652,2015-11-18,-257,1.0021712078807599,0.9543058442043731,1.0105575778211846,0.981205283029698,1.0399098726126714,0.9937848379403351,0.9895916529701227,1.0591354684596828,0.9693382550811721,1.0501572572012206
47,北京,6,2.6762295081967213,3.1252927400468384,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0.17402727657003586,1.9134615384615385,22.384615384615383,20.471153846153843,13.289815035124084,0.01543632263421778,2016-07-11,-257,1.2,0.5526315789473684,1.1842105263157894,1.2394736842105263,1.1842105263157894,1.1842105263157894,1.2710526315789472,0.5842105263157894,0.6,2.1714285714285717
48,绍兴,18,2.6762295081967213,3.1252927400468384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0.13201673240733044,7.96875,20.989583333333332,13.020833333333332,15.466898086287713,0.02271953139237871,2016-07-28,-257,0.9159316979728764,1.2099790734028277,0.8807362087759519,0.9281604661715801,0.8863819537040029,0.8378285473227645,0.9622268063828944,1.2140270301739675,1.1647282160931358,0.7569814372053552
49,南通,19,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.1423807826401187,8.046153846153846,21.12923076923077,13.083076923076923,16.240584660340726,0.08635696125043499,2015-11-11,-257,0.87511140617679,1.1760820417265423,0.849933731835967,0.8726939713530971,0.88548819983146,0.8543028945633216,0.9120799828920806,1.2469306621054486,1.327377109515293,0.7440904419321686
50,上海,14,3.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0.168229849408942,10.09,20.91,10.82,16.36617525363906,0.3109466368284458,2016-07-24,-257,0.9482142857142857,1.092857142857143,1.0205357142857143,0.9803571428571428,0.9,0.9482142857142857,0.9401785714285714,1.0125,1.1571428571428573,0.8676470588235293
51,北京,12,2.0,3.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0.24479901623362432,7.977215189873418,19.941772151898736,11.964556962025318,13.16913747754995,0.6322956095042312,2015-07-30,-257,1.2054586102235543,0.5339714528145756,1.2981861956253662,1.2240041273039166,1.2240041273039166,1.1127310248217424,1.1498220589824673,0.6583658563528643,0.593456546571596,2.25753381359538
52,绍兴,7,3.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.1358826701415433,10.288617886178862,21.052845528455286,10.764227642276424,16.29829154176306,0.10588166363202539,2016-02-29,-257,0.7125890736342042,1.510688836104513,0.6698337292161519,0.6413301662707838,0.684085510688836,0.6698337292161519,0.9477434679334916,1.6104513064133015,1.5534441805225652,0.4716981132075471
53,杭州,2,2.6762295081967213,3.1252927400468384,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0.11307574081711788,0.145985401459854,23.0,22.854014598540147,13.787294004585549,0.01767912167837773,2016-06-17,-257,1.0055664391754824,0.8957591180216752,0.9661324611686007,0.9989941095076688,1.0028386759057168,1.0515727468501777,1.114009878694407,1.0252834281789232,0.9398431424973464,1.1225857699292212
54,武汉,9,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0.14734767961435083,7.271137026239067,21.026239067055393,13.755102040816325,15.462084664533155,0.05426595909573119,2015-11-21,-257,0.9940614364158813,1.004295236655843,1.0763332916058403,0.9449697796381984,0.9449697796381984,1.0170078345881957,1.0064140029779018,0.9915826387234907,1.0203659997564496,0.9898099683574734
55,上海,10,3.0,8.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0.12633642189763164,6.166064981949458,21.270758122743683,15.104693140794225,13.261718736878116,0.10800144957151674,2016-01-29,-257,1.0159075101694308,0.9145774270101612,0.9634700317157453,1.0209236394532033,0.9996543969645948,0.9961095232164934,1.1786705212437156,0.9819300282240878,0.9287569220025668,1.1107944282973692
56,成都,14,3.0,6.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0.11608431527162719,2.6842105263157894,22.456842105263156,19.77263157894737,13.966637000655142,0.22084023123753505,2015-07-13,-257,0.9355149181905679,1.1434071222329163,0.8315688161693937,0.8835418671799807,0.987487969201155,0.987487969201155,1.0221366698748797,1.2040423484119345,1.0048123195380174,0.8181818181818181
57,上海,14,2.0,8.0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0.1081701983029101,6.143920595533499,20.679900744416873,14.535980148883375,13.303653536202361,0.09622479385288245,2015-09-24,-256,1.0468822112409042,0.9477980103382504,0.97055631927827,1.0098999592133722,0.983116167702065,1.0525717884759092,1.1144598448171101,0.958693764098328,0.9160219348357911,1.1045414738392336
58,杭州,19,3.0,2.0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0.11227648143816378,7.147138964577657,21.419618528610354,14.272479564032697,15.79934336466813,0.06604503913723692,2015-10-30,-256,0.9657571816611105,1.0379578588937548,1.0051761898794995,0.9696237679985413,0.9877322219361168,0.933948814270116,0.9660593172774852,1.074746878243933,1.0589977698394428,0.9304396834476545
59,上海,4,2.6762295081967213,3.1252927400468384,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0.08405614819979877,5.795620437956204,19.474452554744527,13.678832116788323,12.171280640106986,0.013617943120576743,2016-06-17,-256,0.9915646645872638,1.020518900854345,0.9078210421803881,0.9342292928254152,0.998310002441599,0.9780739888785935,1.2296243743387338,0.9173659481895774,1.0224917857040854,0.9716279274760696
60,成都,8,3.0,5.0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0.11261918417275407,8.043037974683545,21.4,13.356962025316454,14.80016770459251,0.11219144955817996,2015-10-02,-256,0.9792964906727006,0.9910952435723718,0.9439002319736874,0.884906467475332,0.9203027261743452,1.0004455340229987,1.1326802783684249,1.1090827725690826,1.0382902551710562,0.988095238095238
61,厦门,4,3.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0.1515476909172554,7.710982658959537,21.6242774566474,13.913294797687861,14.86589118426912,0.03902450562680545,2016-05-12,-256,1.0272168568920106,0.9640035118525022,0.9877085162423178,1.0272168568920106,1.0272168568920106,0.9640035118525022,1.0746268656716418,0.9007901668129938,1.0272168568920106,1.0655737704918034
62,盐城,15,3.0,7.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0.0742240848553212,1.0755555555555556,22.744444444444444,21.668888888888887,13.88951021389919,0.33299777979662754,2015-07-07,-256,0.8999999999999999,1.2807692307692307,0.8942307692307692,0.8769230769230769,0.8884615384615384,0.8942307692307692,0.9807692307692307,1.1538461538461537,1.1307692307692307,0.7027027027027027
63,温州,17,2.6762295081967213,3.1252927400468384,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0.1341276465164221,7.490066225165563,21.019867549668874,13.52980132450331,15.967339650589949,0.034666024410352804,2016-06-03,-256,0.9555066529984891,1.0427578173034737,0.8895362604752082,1.1184853638873062,0.9235854953259338,0.9831716563147037,0.9363539583949559,1.0001962737400667,1.1504065215598616,0.9163265306122449
64,成都,1,4.0,6.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.13205117332323488,10.214285714285714,21.86111111111111,11.646825396825397,16.0949782155924,0.347536427553403,2015-09-29,-256,1.071280276816609,0.8719723183391004,1.152249134948097,1.1647058823529413,1.0961937716262977,1.0775086505190312,0.9467128027681662,0.8595155709342561,0.7598615916955018,1.2285714285714284
65,上海,20,2.6762295081967213,3.1252927400468384,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0.1562071320214715,7.487421383647798,21.02201257861635,13.534591194968552,15.660124386731217,0.13893459758688087,2015-11-20,-256,0.8115671513170206,1.3270824525723417,0.8088437716146145,0.8251840498290512,0.7505224931628129,0.8186069857229656,0.8894148579855246,1.3074536423048624,1.4613245954908072,0.6115423723250388
66,宁波,2,1.0,0.0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0.08020458218058564,6.982658959537572,21.94508670520231,14.962427745664739,14.016047684609113,0.043637949730966887,2015-11-16,-256,0.9004246704585409,1.2483160204084318,0.8185678822350373,0.7264789954835955,0.8040890791216893,0.859496276346789,1.4324937939113151,1.166459232184928,1.0436740498496724,0.721311475409836
